Date,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2016-06-13,,609.4483032226562,,,,12.9012451171875,77.58584594726562,12.974004745483398,77.619140625,2.862166166305542,7.546804428100586,0.500144362449646,7770,537641,78280945,1647084,
2016-06-14,,,,,,,,,,,,,6048,,86400000,,
2016-06-15,,,,,,,,,,,,,4868,,86400000,,
2016-06-16,,177.24636840820312,,,,12.900601387023926,77.58633422851562,12.936690330505371,77.69625854492188,0.9654552936553955,6.059967994689941,0.5112355947494507,7753,,76795804,635186,
2016-06-17,,,,,,,,,,,,,19817,,86400000,,
2016-06-18,,,,,,,,,,,,,2369,,84262289,753730,
2016-06-19,,,,,,12.90111255645752,77.58960723876953,12.974663734436035,77.64163970947266,1.6351819038391113,14.257169723510742,0.7001543641090393,6238,,72890283,3609857,
2016-06-20,,,,,,,,,,,,,11741,,75133454,6756389,
2016-06-21,,,,,,12.907377243041992,77.59526062011719,12.9103422164917,77.595947265625,2.5949084758758545,4.015721321105957,0.5021647214889526,9861,802111,44555964,6112300,
2016-06-22,,,,,,,,,,,,,6853,,69786854,4205092,
2016-06-23,,,,,,,,,,,,,9922,,29181642,2427185,
2016-06-24,,,,,,,,,,,,,10383,,,,
2016-06-25,,,,,,1.281877040863037,103.7735595703125,1.3013536930084229,103.8599624633789,8.82144546508789,17.38986587524414,0.5504395961761475,15250,,53607574,9106001,
2016-06-26,,172.59329223632812,,,,1.2813215255737305,77.59039306640625,13.200374603271484,103.85859680175781,1.5725150108337402,4.754246711730957,0.5078692436218262,14714,,36500121,9987470,
2016-06-27,,,,,,,,,,,,,4273,1940048,78969787,2884167,
2016-06-28,,,,,,,,,,,,,2946,,82862898,1443661,
2016-06-29,,,,,,,,,,,,,618,853195,83877586,,
2016-06-30,,,,,,,,,,,,,4842,,70764776,2614305,
2016-07-01,,427.171875,,,,12.901358604431152,77.59027099609375,12.967764854431152,77.71442413330078,4.1505208015441895,8.070502281188965,0.5566921830177307,5672,,48418344,3660245,
2016-07-02,,,,,,12.901177406311035,77.5804672241211,13.201387405395508,77.7120361328125,10.44812297821045,25.2008056640625,0.7160518765449524,13465,,57088594,7664435,
2016-07-03,,,,,,37.39959716796875,-122.3901138305664,37.61564254760742,-121.9133071899414,20.37965202331543,31.541086196899414,8.999223709106445,2608,,79496853,1306855,
2016-07-04,,2567.125,,,,37.42085647583008,-121.92362213134766,37.429527282714844,-121.91615295410156,0.8912575840950012,1.613015055656433,0.5029591917991638,11520,3604061,68550814,6564809,
2016-07-05,,1608.176513671875,,,,37.407135009765625,-121.93901824951172,37.41847610473633,-121.92646789550781,3.1994826793670654,11.88429069519043,0.5254696011543274,8811,807783,72698990,5227237,
2016-07-06,,3329.0,,,,37.405391693115234,-121.92755889892578,37.42375564575195,-121.91853332519531,1.0533463954925537,4.040221691131592,0.5008707046508789,11750,,75507096,7291848,
2016-07-07,,853.480224609375,,,,37.405513763427734,-121.92780303955078,37.42356491088867,-121.91802215576172,0.9916766881942749,4.466162204742432,0.593842625617981,9607,,72420787,5048197,
2016-07-08,,300.0,,,,37.42085266113281,-121.9197998046875,37.42354202270508,-121.91615295410156,,,,10493,,72743955,5286012,
2016-07-09,,1324.0,,,,30.202075958251953,-121.928955078125,37.4236946105957,-97.03619384765625,1.007880687713623,1.8421485424041748,0.5039464831352234,7455,,53699012,3826587,
2016-07-10,,1530.0,,,,30.26688003540039,-97.73602294921875,30.277301788330078,-97.72906494140625,0.9856711030006409,3.053307056427002,0.5117058753967285,7259,,76328094,4805642,
2016-07-11,,1685.0,,,,30.27552032470703,-97.7442626953125,30.28264617919922,-97.72875213623047,3.2163329124450684,17.88071632385254,0.5056313276290894,6705,,73711770,4156951,
2016-07-12,,2925.22216796875,,,,30.26656150817871,-97.74290466308594,30.28240966796875,-97.72860717773438,2.3016631603240967,4.437326431274414,0.5086234211921692,10047,,72189626,5428023,
2016-07-13,,2690.212890625,,,,30.267269134521484,-97.74297332763672,30.27850914001465,-97.72906494140625,1.2466224431991577,2.0234217643737793,0.5066428184509277,7764,,73921212,4726463,
2016-07-14,,1635.0,,,,30.276891708374023,-97.74290466308594,30.282072067260742,-97.7289810180664,1.411501407623291,4.915853977203369,0.7180941104888916,8832,,65341478,5694060,
2016-07-15,,3404.289794921875,,,,30.26053237915039,-97.75577545166016,30.361190795898438,-97.72867584228516,2.5730478763580322,18.858932495117188,0.5037891268730164,14097,,66585508,8289347,
2016-07-16,,7202.80859375,,,,30.245227813720703,-97.75711822509766,33.64082717895508,-84.42620849609375,2.65108585357666,5.8457231521606445,0.5041238069534302,27819,997970,30736396,16215749,
2016-07-17,,2574.87744140625,,,,43.25495529174805,-2.937784194946289,43.30673599243164,-2.879328966140747,3.145805835723877,34.55723190307617,0.5017898678779602,11130,,39217912,7933666,
2016-07-18,,1605.7264404296875,,,,43.25604248046875,-2.9319887161254883,43.26167678833008,-2.925123929977417,1.6427398920059204,7.476677417755127,0.5010572075843811,5296,1257020,77579026,3521823,
2016-07-19,,5437.1982421875,,,,43.25560760498047,-2.9456212520599365,43.26791763305664,-2.9272818565368652,1.2104239463806152,6.155006408691406,0.5042141675949097,13371,,67325020,8751987,62176
2016-07-20,,6457.9638671875,,,,43.25588607788086,-2.9456071853637695,43.2673225402832,-2.925170660018921,1.038940191268921,4.657830238342285,0.5001125335693359,11363,1733708,58834880,6005665,
2016-07-21,,557.0,,,,43.25652313232422,-2.930638313293457,43.26288604736328,-2.9239768981933594,1.1658616065979004,1.9128690958023071,0.5548004508018494,2737,1164581,81980985,1728653,
2016-07-22,,6742.6494140625,,,,43.25627517700195,-2.955277919769287,43.26762008666992,-2.923149585723877,1.6765685081481934,4.20184326171875,0.5000976324081421,27780,490748,60692767,16760751,
2016-07-23,,3418.373046875,,,,43.25617980957031,-2.951613187789917,43.32497787475586,-1.974374532699585,2.187384843826294,19.152055740356445,0.5041643977165222,27872,1261609,54749293,17239887,
2016-07-24,,1219.861328125,,,,41.28812026977539,-1.910597324371338,43.353858947753906,2.191788911819458,16.758129119873047,35.86063003540039,0.5095991492271423,17392,,44871061,11340631,
2016-07-25,,-3.0,,,,12.900999069213867,77.58336639404297,13.200265884399414,77.71035766601562,,,,4058,,61259891,2910274,
2016-07-26,,,,,,,,,,,,,3952,1840491,74668872,2178258,
2016-07-27,808.8896484375,264.0,,,,12.901532173156738,77.59031677246094,12.930047988891602,77.6911392211914,0.9862765669822693,9.262825012207031,0.5076709389686584,3307,,67736895,1059363,
2016-07-28,1858.52294921875,,,,,12.891863822937012,77.58515930175781,12.94196605682373,77.59644317626953,3.7249975204467773,6.177091121673584,0.59880131483078,6181,722973,54736412,4095533,
2016-07-29,1822.5042724609375,-3.0,,,,12.891695022583008,77.5850601196289,12.98188304901123,77.73333740234375,,,,2626,,60293755,1686006,
2016-07-30,1812.188720703125,,,,,12.931233406066895,77.6097640991211,12.938374519348145,77.61396789550781,7.722245693206787,14.259747505187988,1.3969836235046387,6455,,60263249,3511148,
2016-07-31,1865.052734375,,,,,,,,,,,,4323,,78036979,2606049,
2016-08-01,1991.677734375,,,,,12.901365280151367,77.59021759033203,12.90776252746582,77.59585571289062,1.028717279434204,1.0662950277328491,0.5087289214134216,6515,1248173,73686248,3372260,
2016-08-02,1844.1705322265625,,,,,,,,,,,,3279,,73331405,2071299,
2016-08-03,1829.549072265625,,,,,12.901580810546875,77.59036254882812,12.903082847595215,77.59041595458984,,,,2228,,79126536,1425062,
2016-08-04,1842.5908203125,,,,,,,,,,,,2772,1085222,83346368,836906,
2016-08-05,2039.162353515625,,,,,,,,,,,,5246,1995658,76277006,3141057,
2016-08-06,1922.5078125,394.6058349609375,,,,12.863262176513672,77.58267211914062,12.924490928649902,77.59953308105469,,,,6793,,55814914,4717003,
2016-08-07,2279.77001953125,-3.0,,,,12.901532173156738,77.59037780761719,12.901612281799316,77.590576171875,,,,7406,4182794,76930610,4670859,135463
2016-08-08,2214.980712890625,,,,,12.90139389038086,77.59028625488281,12.902220726013184,77.59051513671875,1.600648045539856,1.600648045539856,1.600648045539856,11426,1271771,77885189,6910435,
2016-08-09,2165.118408203125,,,,,12.901581764221191,77.59030151367188,12.901832580566406,77.59041595458984,,,,11576,1923347,78272998,5475417,
2016-08-10,2312.574462890625,,,,,12.901480674743652,77.59007263183594,12.902238845825195,77.59102630615234,1.6509913206100464,5.740952968597412,0.5228999257087708,2101,8738179,75431780,712731,
2016-08-11,2141.940185546875,843.857421875,,,,12.901495933532715,77.59007263183594,12.920517921447754,77.59517669677734,0.9219878911972046,1.1336500644683838,0.6895773410797119,12408,1283231,70113107,6531155,
2016-08-12,2002.1136474609375,-3.0,,,,,,,,,,,8800,,74515037,5143103,
2016-08-13,1628.054443359375,,,,,,,,,,,,3385,,71695809,1761330,
2016-08-14,1912.6978759765625,,,,,,,,,,,,5414,,83569706,2830294,
2016-08-15,1882.3475341796875,,,,,,,,,,,,4627,,83379396,2351512,
2016-08-16,1889.8074951171875,,,,,,,,,,,,4813,712117,81773556,2256305,
2016-08-17,1902.06103515625,,,,,,,,,,,,8568,364400,80747333,3051406,
2016-08-18,2067.400634765625,,,,,,,,,,,,8912,1360189,78050730,4362875,
2016-08-19,1835.1688232421875,-3.0,,,,12.901485443115234,77.59022521972656,12.903029441833496,77.59090423583984,1.6179784536361694,1.693851113319397,0.8258377313613892,4007,,77731198,2278821,
2016-08-20,2020.3203125,195.45086669921875,,,,12.901429176330566,77.59019470214844,12.973690032958984,77.61795043945312,1.190106749534607,11.839812278747559,0.5102471709251404,6671,,69688785,4971326,
2016-08-21,2088.75341796875,,,,,,,,,,,,9824,,76501237,6608703,
2016-08-22,1924.4815673828125,,,,,,,,,,,,7555,,80409982,3483744,
2016-08-23,2026.6358642578125,-3.0,,,,,,,,,,,8864,,78442102,4917264,
2016-08-24,2152.254150390625,1822.516357421875,,,,12.901087760925293,77.59033966064453,12.936600685119629,77.6962890625,1.15403151512146,15.96047306060791,0.5225461721420288,12534,,69155414,7375669,
2016-08-25,1787.9339599609375,,,,,,,,,,,,1971,,85120990,802920,
2016-08-26,1907.3037109375,,,,,,,,,,,,7582,,79484379,3809262,
2016-08-27,1914.232421875,,,,,12.901575088500977,77.59036254882812,12.903099060058594,77.59043884277344,,,,7725,,78776523,4078371,
2016-08-28,2125.5546875,,,,,12.901594161987305,77.59034729003906,12.903094291687012,77.5904312133789,,,,6234,2671676,78616786,3826944,
2016-08-29,1982.4256591796875,,,,,,,,,,,,1897,3748978,76072082,698501,
2016-08-30,2015.765380859375,,,,,12.901591300964355,77.5903549194336,12.901647567749023,77.59039306640625,,,,10224,,80056375,4865995,
2016-08-31,1747.22314453125,-6.0,,,,,,,,,,,3064,3151054,56150013,1309159,
2016-09-01,2183.5703125,,,,,,,,,,,,7149,4438588,75260778,3271283,
2016-09-02,1840.169677734375,,,,,,,,,,,,2283,617110,74428106,1092019,
2016-09-03,2173.853515625,1948.6177978515625,,,,12.900646209716797,77.58567810058594,12.915190696716309,77.59195709228516,0.882924497127533,2.6081337928771973,0.5070281624794006,13817,,73945522,7924079,120721
2016-09-04,2066.9052734375,-6.0,,,,,,,,,,,8974,1177329,75518424,5711011,
2016-09-05,1764.3861083984375,,,,,,,,,,,,5392,,73372668,3056904,
2016-09-06,2103.992919921875,48.470645904541016,,,,12.901188850402832,77.58998107910156,12.90240478515625,77.59053039550781,1.5843971967697144,2.6809446811676025,0.535910427570343,8853,1149372,79881012,4585375,247416
2016-09-07,1929.7674560546875,,,,,12.90118408203125,77.59016418457031,12.901890754699707,77.59040832519531,,,,7094,637942,78768357,3548462,
2016-09-08,1792.1295166015625,,,,,,,,,,,,4988,,76870587,2299522,
2016-09-09,2096.345703125,,,,,,,,,,,,7389,1972798,79358314,4245248,
2016-09-10,2027.4599609375,266.86041259765625,,,,12.901107788085938,77.5899887084961,12.997679710388184,77.70081329345703,2.80822491645813,14.680736541748047,0.5352573990821838,11562,,54833723,7281789,
2016-09-11,2001.73486328125,162.8063507080078,,,,12.901556968688965,77.58999633789062,12.967370986938477,77.70259857177734,0.7152347564697266,0.8877454400062561,0.5604978203773499,9643,,66951617,6190501,63508
2016-09-12,1569.3223876953125,-3.0,,,,,,,,,,,2480,,71526785,660000,
2016-09-13,1962.92626953125,,,,,,,,,,,,7870,,80130810,3840573,
2016-09-14,1983.2958984375,,,,,12.901495933532715,77.59004974365234,12.9016752243042,77.590576171875,0.6212215423583984,0.7091695070266724,0.5332412719726562,8317,,81750115,4225333,
2016-09-15,1829.441162109375,,,,,,,,,,,,2220,,83783749,1377723,
2016-09-16,1788.161865234375,36.2972297668457,,,,12.900788307189941,77.5858154296875,12.950709342956543,77.69965362548828,3.7537126541137695,4.448547840118408,0.6581551432609558,2827,,61146985,2216256,
2016-09-17,1700.379638671875,,,,,,,,,,,,3139,,70326381,1876384,
2016-09-18,1772.8682861328125,41.70685577392578,,,,12.901317596435547,77.59033966064453,12.963900566101074,77.638427734375,1.568177580833435,3.559621572494507,0.512389063835144,1662,,76531888,927706,
2016-09-19,2126.427001953125,,,,,,,,,,,,8942,1916755,76651342,5406985,
2016-09-20,1796.90283203125,,,,,,,,,,,,2917,,84329542,1127591,
2016-09-21,2202.26953125,,,,,,,,,,,,7398,4572226,74573519,3464448,
2016-09-22,1968.1162109375,-6.0,,,,12.901190757751465,77.59021759033203,12.916297912597656,77.63253021240234,3.3978681564331055,7.387115001678467,0.7814310193061829,8880,,70278592,4731735,
2016-09-23,1980.60546875,,,,,,,,,,,,9166,,74370701,4689699,
2016-09-24,1910.089111328125,,,,,12.900884628295898,77.5519790649414,13.021112442016602,77.63188171386719,1.2212318181991577,10.851580619812012,0.5012397170066833,1890,2963744,63147129,480428,
2016-09-25,1978.615478515625,,,,,,,,,,,,9062,275136,75417251,5541516,
2016-09-26,1762.0400390625,-3.0,,,,,,,,,,,3063,,70125109,1379375,
2016-09-27,1863.557373046875,,,,,,,,,,,,3657,,81685330,2338387,
2016-09-28,2150.488037109375,,,,,,,,,,,,12785,,73737666,7605903,
2016-09-29,1912.1844482421875,-3.0,,,,,,,,,,,6467,,75851293,3610012,
2016-09-30,1798.21484375,,,,,12.901543617248535,77.5899658203125,12.903207778930664,77.59053802490234,0.7273732423782349,0.8276756405830383,0.6270708441734314,4359,,79379919,1903291,
2016-10-01,1885.4744873046875,,,,,,,,,,,,5244,,82160537,2776972,
2016-10-02,1677.7816162109375,,,,,,,,,,,,3623,,70174590,2086759,
2016-10-03,1980.755615234375,,,,,,,,,,,,5054,1977121,74827883,2828903,
2016-10-04,1858.2740478515625,-3.0,,,,,,,,,,,3628,2088305,71787169,1333235,
2016-10-05,2124.13818359375,,,,,,,,,,,,10519,1738263,76961259,5124742,
2016-10-06,2212.3623046875,,,,,12.899375915527344,77.58865356445312,13.044563293457031,77.69593048095703,0.8141675591468811,18.06102752685547,0.6330946683883667,10857,2529149,67296842,5596050,
2016-10-07,2018.7421875,,,,,12.89171314239502,77.4807357788086,12.961536407470703,77.6568374633789,1.3047537803649902,2.8222122192382812,0.5110569000244141,10945,,63426191,5760021,
2016-10-08,1980.3740234375,,,,,,,,,,,,10160,,73338954,5421646,
2016-10-09,1977.0167236328125,,,,,,,,,,,,8644,,76986726,4566579,
2016-10-10,1908.5946044921875,171.99044799804688,,,,12.901540756225586,77.59010314941406,12.903170585632324,77.59064483642578,,,,4895,,61580956,3291169,
2016-10-11,1975.848388671875,,,,,,,,,,,,6565,,80877582,4358298,
2016-10-12,2052.4453125,,,,,,,,,,,,10591,,72282948,4944866,482171
2016-10-13,2140.916259765625,-3.0,,,,,,,,,,,10767,1141652,77285725,5062747,435071
2016-10-14,1896.4659423828125,-3.0,,,,,,,,,,,5233,585613,72408456,4029986,
2016-10-15,2098.423095703125,,,,,,,,,,,,8600,2740074,77073676,3691635,
2016-10-16,1832.85986328125,,,,,,,,,,,,4513,,75519288,2270956,
2016-10-17,2227.5634765625,,,,,,,,,,,,14954,,72391500,8666226,261713
2016-10-18,2106.7880859375,-3.0,,,,,,,,,,,11672,,69398602,6839607,258081
2016-10-19,1900.5570068359375,,,,,,,,,,,,7078,,76235863,3846459,
2016-10-20,1882.6839599609375,-3.0,,,,,,,,,,,8623,,66946285,4094801,69101
2016-10-21,2106.5087890625,-3.0,,,,,,,,,,,12243,,69818825,7650944,275924
2016-10-22,1715.3543701171875,,,,,,,,,,,,4629,,78029236,1694868,
2016-10-23,1797.277099609375,,,,,12.900999069213867,77.5899429321289,12.92896842956543,77.62903594970703,1.5802146196365356,13.127106666564941,0.5169073939323425,1607,,80229788,978822,
2016-10-24,1887.6123046875,5.175084114074707,,,,12.9002103805542,77.56941986083984,12.95712947845459,77.59165954589844,1.2836917638778687,1.4333349466323853,0.9570187330245972,2368,1450258,72730294,1324435,
2016-10-25,1967.5447998046875,-3.0,,,,,,,,,,,6332,733775,73666431,3306478,
2016-10-26,1883.9393310546875,1078.578125,,,,12.900555610656738,77.59019470214844,12.96149730682373,77.64439392089844,1.5671707391738892,15.319829940795898,0.5087904930114746,5990,,64116011,3987051,
2016-10-27,2095.1015625,-3.0,,,,,,,,,,,11095,,69935122,7641907,
2016-10-28,2374.599609375,9.360823631286621,,,,12.901556968688965,77.59010314941406,12.903301239013672,77.59072875976562,1.2453644275665283,2.715991735458374,0.7277342081069946,14661,2124173,68223102,10424636,
2016-10-29,2026.6085205078125,,,,,,,,,,,,12845,,62773499,7667648,
2016-10-30,1900.3968505859375,1671.16552734375,,,,12.900565147399902,77.59001159667969,12.9190034866333,77.61060333251953,1.4397600889205933,9.331059455871582,0.5480059385299683,4004,1160269,64623741,2710474,
2016-10-31,1961.708740234375,,,,,12.901540756225586,77.59028625488281,12.901759147644043,77.59046173095703,,,,7205,,77877106,4510167,
2016-11-01,2213.397216796875,-3.0,,,,,,,,,,,10043,2860799,66764844,6110968,67232
2016-11-02,2068.199462890625,2080.65478515625,,,,12.89778995513916,77.58588409423828,12.906144142150879,77.59091186523438,0.7733355760574341,2.5253071784973145,0.5285164713859558,11146,995017,61771388,5747178,300354
2016-11-03,2123.196533203125,1937.093994140625,,,,12.9011812210083,77.58992767333984,12.903556823730469,77.59100341796875,1.1203398704528809,5.1036810874938965,0.6400036811828613,10339,3022421,64790873,5664560,
2016-11-04,1963.7113037109375,322.9631042480469,,,,12.90074634552002,77.59019470214844,12.904744148254395,77.59185028076172,0.7748305797576904,0.8200497031211853,0.7296114563941956,7010,,64371360,4708219,
2016-11-05,2207.080078125,,,,,12.901628494262695,77.59028625488281,12.903128623962402,77.59037017822266,,,,10095,828940,66296617,9024826,
2016-11-06,1975.7313232421875,-3.0,,,,,,,,,,,6204,,81485250,4196863,
2016-11-07,1890.5211181640625,192.5382080078125,,,,12.901582717895508,77.57953643798828,12.907458305358887,77.59158325195312,,,,4691,,77022772,2938595,
2016-11-08,1892.721435546875,,,,,,,,,,,,2004,1508621,80631060,997480,
2016-11-09,1865.448486328125,,,,,,,,,,,,3168,1153966,78018442,1269125,
2016-11-10,1896.1566162109375,658.3689575195312,,,,12.901021003723145,77.59019470214844,12.973870277404785,77.61956024169922,2.7971789836883545,6.917142391204834,0.7333300709724426,4147,716568,72693179,2099524,
2016-11-11,2056.694580078125,,,,,,,,,,,,9226,,72983775,6059756,
2016-11-12,1986.9803466796875,971.2926635742188,,,,12.901628494262695,77.58882141113281,12.960561752319336,77.69048309326172,3.4606592655181885,13.968465805053711,0.5038233995437622,7930,,60048144,4775014,84402
2016-11-13,1963.295654296875,-3.0,,,,,,,,,,,6731,,82068665,3881949,
2016-11-14,1885.727294921875,1150.1104736328125,,,,12.901540756225586,77.59019470214844,12.93431568145752,77.62242126464844,0.7149634957313538,1.087880253791809,0.5269804000854492,7501,,74549967,2813794,213918
2016-11-15,2133.395263671875,,,,,,,,,,,,8881,2427011,73020764,4435323,
2016-11-16,2199.105224609375,,,,,,,,,,,,12774,2323527,71391123,6757838,
2016-11-17,1983.9117431640625,,,,,,,,,,,,10721,,70941121,6336487,
2016-11-18,1933.982421875,2343.711181640625,,,,12.902801513671875,77.58997344970703,12.907756805419922,77.59584045410156,,,,6017,392486,73841237,3228994,
2016-11-19,2238.967529296875,438.07696533203125,,,,12.898933410644531,77.59565734863281,12.917105674743652,77.63201141357422,2.6729085445404053,11.140484809875488,0.5000054836273193,10129,4130250,60853265,6201130,
2016-11-20,1919.79443359375,-3.0,,,,,,,,,,,6253,,81542628,3300263,
2016-11-21,1887.007568359375,845.8426513671875,,,,12.90285587310791,77.59010314941406,12.976175308227539,77.71127319335938,0.8171796202659607,1.9926034212112427,0.5036805868148804,10967,,46702439,6275712,68684
2016-11-22,1639.709716796875,974.5308227539062,,,,12.903523445129395,77.59033203125,12.976255416870117,77.71197509765625,2.6494956016540527,4.33472204208374,0.5038382411003113,9559,935632,40358871,4673824,23778
2016-11-23,1753.3209228515625,-3.0,,,,,,,,,,,3787,,78038351,822649,
2016-11-24,1843.546142578125,395.20697021484375,,,,12.900662422180176,77.59001159667969,12.936408042907715,77.69633483886719,0.6066986322402954,5.376820087432861,0.5964032411575317,1853,508529,73389190,1109576,
2016-11-25,1913.47705078125,509.73193359375,,,,12.901107788085938,77.59001159667969,12.961957931518555,77.6444091796875,1.5324616432189941,7.085957050323486,0.6429833173751831,6284,,63732638,3559803,
2016-11-26,1951.3720703125,1880.5504150390625,,,,12.901063919067383,77.59001159667969,12.915833473205566,77.59587860107422,1.3375412225723267,4.264322757720947,0.6911502480506897,4844,1366654,76120648,2442615,
2016-11-27,1914.1849365234375,1421.412109375,,,,12.900750160217285,77.59001159667969,12.935016632080078,77.6232681274414,1.1295826435089111,2.728335380554199,0.5291028022766113,4211,1159122,73952677,2296628,
2016-11-28,1948.72802734375,,,,,,,,,,,,4044,1757479,70782684,2015534,
2016-11-29,2107.196533203125,2295.684326171875,,,,12.900894165039062,77.59001159667969,12.937239646911621,77.69713592529297,1.6211589574813843,3.2499377727508545,0.66182541847229,13392,,70619441,7433711,
2016-11-30,1837.8643798828125,-3.0,,,,,,,,,,,4617,1417941,68192800,2379827,
2016-12-01,1832.970947265625,-3.0,,,,12.901512145996094,77.58936309814453,12.933935165405273,77.62345123291016,1.9919935464859009,2.9315762519836426,0.5137090682983398,3108,,68082832,1551310,
2016-12-02,1679.6502685546875,117.56273651123047,,,,12.891585350036621,77.58487701416016,12.90320873260498,77.59091186523438,2.9899842739105225,5.866305828094482,1.2647674083709717,4774,,68534768,712052,
2016-12-03,1874.069091796875,3.2951502799987793,,,,12.906662940979004,77.59503173828125,12.960553169250488,77.64321899414062,2.9142537117004395,5.424812316894531,0.503514289855957,6626,,54745743,3184829,
2016-12-04,1384.25341796875,-3.0,,,,12.900847434997559,77.59028625488281,12.962367057800293,77.64376831054688,1.5185116529464722,2.5314366817474365,0.8977406620979309,8012,,34732898,3797405,
2016-12-05,2144.274658203125,2717.334228515625,,,,1.2925928831100464,103.85505676269531,1.3564064502716064,103.9888687133789,0.8643088936805725,7.493125915527344,0.5017504692077637,10797,,69369285,7298240,
2016-12-06,2129.645263671875,-3.0,,,,1.287803053855896,103.84413146972656,1.295295000076294,103.8597183227539,3.2786850929260254,4.002440929412842,2.554929494857788,11212,,74257778,6899132,
2016-12-07,2307.797119140625,457.7981262207031,,,,1.2922430038452148,103.83133697509766,1.3077367544174194,103.85881042480469,0.7436806559562683,3.479912519454956,0.5028203129768372,11631,848480,67248036,9090034,
2016-12-08,2070.85107421875,428.0841064453125,,,,1.2925575971603394,103.85790252685547,1.295258641242981,103.85910034179688,,,,10370,,63663766,6774832,
2016-12-09,2271.60009765625,107.3989028930664,,,,1.2796454429626465,103.84485626220703,1.2837028503417969,103.85391998291016,0.7277421951293945,1.1875476837158203,0.5058715343475342,14391,669292,61537410,9290960,
2016-12-10,2089.3515625,13.82219123840332,,,,1.2811559438705444,103.83060455322266,1.3434686660766602,103.87055969238281,1.9171415567398071,8.091269493103027,0.6024090647697449,11749,,67472023,8262576,
2016-12-11,1814.3719482421875,-6.0,,,,1.3023215532302856,77.7087173461914,13.200362205505371,103.8321762084961,0.543539822101593,0.9402953386306763,0.5172390937805176,10688,,45409837,7524092,
2016-12-12,1950.6026611328125,-3.0,,,,,,,,,,,1974,2349553,75994275,1282545,
2016-12-13,1805.672119140625,521.6393432617188,,,,12.900968551635742,77.58983612060547,12.93696117401123,77.61302185058594,1.8910844326019287,7.334754467010498,0.5118184089660645,2028,,72239415,1111380,
2016-12-14,1843.562744140625,-3.0,,,,,,,,,,,2591,,78864471,1742612,
2016-12-15,1823.0042724609375,447.3227233886719,,,,12.900046348571777,77.59001159667969,12.936534881591797,77.61302185058594,1.5591689348220825,2.0858500003814697,0.5075797438621521,2680,,62583662,1490459,
2016-12-16,1971.0670166015625,1101.353515625,,,,12.901005744934082,77.58992767333984,12.971991539001465,77.64445495605469,1.7270030975341797,13.669046401977539,0.5186073184013367,8487,,59057949,5309472,
2016-12-17,2080.803955078125,323.510009765625,,,,12.900847434997559,77.59001159667969,12.93381118774414,77.61222076416016,1.353823184967041,5.073002815246582,0.8119401335716248,11055,,60920719,5953198,
2016-12-18,2077.28955078125,2763.944091796875,,,,12.901582717895508,77.58992767333984,12.914030075073242,77.59537506103516,0.9962232708930969,1.4016190767288208,0.5727928280830383,10311,,74804139,6109139,
2016-12-19,1877.001220703125,,,,,,,,,,,,4842,,74146350,2666449,
2016-12-20,2253.47607421875,7691.72705078125,,,,12.900941848754883,77.59010314941406,12.93923568725586,77.6965103149414,2.0473875999450684,12.163839340209961,0.5003839731216431,13087,1227901,57636725,7726362,
2016-12-21,2057.727783203125,-3.0,,,,,,,,,,,9834,,77298496,6362761,
2016-12-22,1596.0235595703125,552.0281372070312,,,,12.901121139526367,77.58987426757812,12.93700885772705,77.61302185058594,2.123431921005249,13.416534423828125,0.5,3409,1755244,59065830,2767661,
2016-12-23,1882.184814453125,,,,,11.533310890197754,76.03421783447266,12.419573783874512,76.70609283447266,8.030988693237305,98.0,0.5,6812,,44019627,4889963,
2016-12-24,2005.1387939453125,,,,,11.533493995666504,75.95281219482422,11.677848815917969,76.03478240966797,4.617221832275391,15.109999656677246,0.5299999713897705,7953,,52705363,5996951,156066
2016-12-25,1905.437744140625,52.53363800048828,,,,11.533411979675293,76.03425598144531,11.534329414367676,76.03478240966797,1.268850326538086,5.480000019073486,0.5099999904632568,7941,,55887063,5495504,
2016-12-26,1909.08056640625,607.9111328125,,,,11.530620574951172,76.03373718261719,12.906710624694824,77.59138488769531,6.446221351623535,81.0,0.5099999904632568,7127,,45502434,4771627,
2016-12-27,2316.09033203125,2651.2802734375,,,,12.901039123535156,77.59001159667969,12.907963752746582,77.59619903564453,1.4549996852874756,2.8399999141693115,0.6000000238418579,12566,,67588471,9935057,
2016-12-28,1957.9456787109375,729.26953125,,,,12.901582717895508,77.58992767333984,12.965044975280762,77.6431884765625,2.269803285598755,13.520000457763672,0.550000011920929,5348,,73564532,3627221,
2016-12-29,1976.98779296875,,,,,,,,,,,,4835,,79495205,3962606,
2016-12-30,1764.302490234375,,,,,,,,,,,,634,,81174759,216677,
2016-12-31,1932.0869140625,,,,,,,,,,,,4250,,75912889,3171788,
2017-01-01,2196.80517578125,1461.7103271484375,,,,12.900910377502441,77.58992767333984,12.916337966918945,77.5921630859375,,,,11218,1184098,76500958,6565466,
2017-01-02,1961.8428955078125,2994.460693359375,,,,12.901041984558105,77.58992767333984,12.932601928710938,77.6336898803711,1.468291997909546,9.789999961853027,0.5,2577,1905014,71746980,1654783,
